Smashing Pumpkins,Versions,File Type,
"8-2-2012 / Melbourne, Australia / Hisense Arena (Sony ECM-717)",AUD,FLAC,
"8-2-2012 / Melbourne, Australia / Hisense Arena (CA-14s) (roman79)",AUD,FLAC,
"8-4-2012 / Auckland, NZ / Vector Arena (CA-14)",AUD,FLAC,
"8-8-2012 / Manila, Philippines / Quezon City / Smart Araneta Coliseum (Zoom H1)",AUD,FLAC,
"8-23-2012 / Burbank, CA / NBC Studios - The Tonight Show with Jay Leno (lossy rip) (unk)",TV,FLAC,
"9-22-2012 / Mexico City, MX / Arena Ciudad de Mexico (Tascam DR-07) (emiliano castrillun)",AUD,FLAC,
"9-27-2012 / Austin, TX / Stubb's (CA-14s) (amiller)",AUD,FLAC 24,
"9-27-2012 / Austin, TX / Stubb's (unk)",AMT,DVD,
"9-28-2012 / Tulsa, OK / Cain's Ballroom (Zoom H2) (bon mosman)",AUD,FLAC 24,
"10-10-2012 / Everett, WA / Comcast Arena - WAV(M) (Unknown Binaural Stereo mics) (bobintb)",AUD #1,FLAC,
"10-12-2012 / San Francisco, CA / Bill Graham Civic Auditorium (Internal mics) (armogi)",AUD,FLAC,
"10-13-2012 / San Diego, CA / Viejas Arena (CA) (dcbullet)",AUD,FLAC,
"10-18-2012 / St. Louis, MO / Chaifetx Arena (Zoom H2) (bon mosman)",AUD,FLAC 24,
"10-19-2012 / Rosemont, IL / Allstate Arena",AUD,DVD,
"10-20-2012 / St. Paul, MN / Roy Wilkins Auditorium (Scheops MK4) (pjp)",AUD,FLAC,
"10-25-2012 / Toronto, Ontario / Air Canada Centre (Sony MZ-N707) (pintosack)",AUD,FLAC,
"10-28-2012 / Montreal, Canada / Centre Bell (Roland R05) (zwan666)",AUD,FLAC 24,
"12-1-2012 / Portland, ME / State Theatre (JVC GZ-E10BU)",AUD,DVD,
"12-4-2012 / Columbus, OH / Newport Music Hall (HEB DPA4060) (charles dewey cole)",AUD,FLAC,
"12-8-2012 / Camden, NJ / Susquehanna Bank Center (CA-14s) (cabbage)",AUD,FLAC 24,
"12-8-2012 / Camden, NJ / Susquehanna Bank Center (CSB) (spfreak77)",AUD,FLAC,
"12-8-2012 / Camden, NJ / Susquehanna Bank Center (Tascam DR-07) (spfreak77)",AUD,FLAC 24,
"12-9-2012 / Fairfax, VA / Patriot Cener (CA-14) (lostbrook)",AUD,FLAC 24,
"12-9-2012 / Fairfax, VA / Patriot Cener (CA-14s) (cabbage) ",AUD,FLAC 24,
"12-10-2012 / Brooklyn, NY / Barclays Center (DAB) (hi and lo)",AUD,FLAC,
,,,
[2013],,,
"3-17-2013 / Austin, TX / Jones Center - Roof Deck (Guitar Center Sessions)",PRO,DVD,
"4-29-2013 / Melbourne, FL / Maxwell C. King Center for the Performing Arts (Zoom H2) (thegoat)",AUD,FLAC,
"5-8-2013 / Charlotte, NC / Charlotte Uptown Outdoor Amphitheater (ICOM Rx7) (univonc) ",IEM,FLAC,
"6-20-2013 / Cologne, Germany / Live Music Hall (CA ST-11) (miguel villarelo)",AUD,FLAC,
"6-21-2013 / Newhausen ob Eck, Germany / Southside Festival (MBHO KA 200 N)",AUD,FLAC 24,
"6-24-2013 / Paris, France / Zenith (MS-TFB-2) (sp@ceh)",AUD,FLAC 24,
"6-25-2013 / Nantes, France / Zenith (Zoom H2n) (plg)",AUD,FLAC,
"6-30-2013 / Pilton, England / Glastonbury Festival",SBD,MP3,
"6-30-2013 / Pilton, England / Worthy Farm - Glastonbury Festival (CD-130701808)",Silver CD,FLAC,
"6-30-2013 / Pilton, England / Glastonbury Festival (BBCi Broadcast)",TV,DVD,
"7-1-2013 / Manchester, England / Manchester Academy 1 (Sony TS-125 +R09) ",MIX,FLAC,
"7-1-2013 / Manchester, England / Manchester Academy 1 (R09)",AUD,MP3,
"7-5-2013 / Belfort, France / Eurockeennes Festival (DR-07MKII) (zionpower)",AUD,FLAC,
"7-5-2013 / Belfort, France / Eurockeennes Festival (Tascam DR-07) (matmatp159)",AUD,FLAC 24,
"7-6-2013 / Saint Clair, France / Beauregard Festival - HiMD(M) (ECM-707) (vincent)",AUD #1,FLAC,
"7-11-2013 / Trencin, SK / Bazant Pohoda Festival *Cellar Dweller (CD 130701808)",Silver CD,FLAC,
"7-11-2013 / Trencin, SK / Bazant Pohoda Festival (Webstream Capture)",PRO #1,DVD,
"7-16-2013 / Vienne, France / Theatre Antique (DPA 4061) ",AUD,FLAC,
"7-21-2013 / Dour, Belgium / La Plaine de La Machine ? Feu (trebor)",FM,FLAC,
"7-24-2013 / Nyon, Switzerland / L'Asse (unk)",SBD,MP3,
7-26-2013 / Amsterdam / Paradiso (CA-14s),AUD,FLAC 24,
"7-29-2013 / Stockholm, Sweden / Cirkus (AT943) (trekytt)",AUD,FLAC 24,
"7-31-2013 / Copenhagen, Denmark / Flakoner Salen (DPA 4061) (tj)",AUD,FLAC,
"8-5-2013 / St. Petersburg, Russia / A2 Club (Sony Hi-MD MZ-RH10) (vitaly)",AUD,FLAC,
"8-6-2013 / Moscow, Russia / Stadium Live",AUD,FLAC,
"8-11-2013 / Chiba, Japan / Marin Stadium - Summer Sonic Tokyo (DAB) (34)",AUD,FLAC,
"8-13-2013 / AsiaWorld Expo, Hong Kong / Shamrocks & Shenanigans Tour (DAB) (34)",AUD,FLAC,
,,,
[2014],,,
"11-26-2014 / Chicago, IL / Thalia Hall (Tascam iM2) (travisbean)",AUD,FLAC,
"11-26-2014 / Chicago, IL / Thalia Hall (SP-CMC-8) (auger3d)",AUD,FLAC 24,
"11-30-2014 / Berlin, Germany / Kesselhaus (Soundman OKM II) (wb)",AUD,FLAC,
"12-3-2014 / London, UK / XFM Studios (unk)",WWW #1,MP3,
"12-3-2014 / London, UK / XFM Studios - MP4(M) (XFM AAC Catch up stream)",WWW #2,MP4,
"12-5-2014a / London, UK / Maida Vale Studios  (Zoom H1)",Podcast,OGG,
"12-5-2014a / London, UK / Maida Vale Studios - BBC 6 Radio Live (DVB-C) (magix mep) (Source 1)",PRO,DVD,
"12-5-2014a / London, UK / Maida Vale Studios - BBC 6 Radio Live (DVB-S2) (Source 2)",PRO,DVD,
"12-5-2014 / London, UK / KOKO (Sony MD MZR55) (kevlew)",AUD,FLAC,
"12-6-2014 / Paris, France / Le Trabendo (ECM-MS 907) (unk)",AUD,FLAC 24,
"12-8-2014 / New York, NY / Webster Hall (SBD+Schoeps CCM4us) (nyctaper)",MIX,FLAC,
"12-8-2014 / New York, NY / Webster Hall (CA14s) (mistacabbage)",AUD,FLAC 24,
"12-11-2014 / San Francisco, CA / The Warfield (CCM4s) (blg mastering)",AUD,FLAC,
"12-13-2014 / Las Vegas, NV / Brooklyn Bowl (DAB>DA-120F)",AUD,FLAC,
"12-14-2014 / Inglewood, CA / The Forum - KROQ Almost Acoustic Christmas (gracz54 + kigonjiro)",PRO #1,M4A,
"12-14-2014 / Inglewood, CA / The Forum - KROQ Almost Acoustic Christmas",Webcast,MKV,
"12-14-2014 / Las Vegas, NV / Zia Records (1am) (DAB>DA-120F)",AUD,FLAC,
"12-16-2014 / Hollywood, CA / The Fonda (Schoeps MK41s) (blg)",AUD,FLAC,
,,,
[2015],,,
"2-21-2015 / Melbourne, Australia / Soundwave Festival (Countryman B3s) (roman79)",AUD,FLAC,
"2-23-2015 / Melbourne, Australia / Festival Hall (CA-14s) (roman79)",AUD,FLAC,
"3-14-2015 / Santiago, Chile / Parque O'Higgins (Lollapalooza) (Earthworks P30) (scott medeiros)",AUD,FLAC,
"3-14-2015 / Santiago, Chile / Parque O'Higgins (Lollapalooza) (caiopezz)",SBD,MP3,
"3-22-2015 / Buenos Aires, Argentina / Hipodromo de San Isidro (Lollapalooza) (ST-11) (miguel villarelo)",AUD,FLAC 24,
"3-29-2015 / Sao Paulo,  Brazil / Auto?dromo de Interlagos",PRO,TS,
"6-15-2015 / North Tonawanda, NY / Riviera Theater (AT831) (binko)",AUD,FLAC 24,
"6-16-2015 / Munhall, PA / Carnegie Music Hall of Homestead (CA-14) (mistacabbage) ",AUD,FLAC 24,
"6-16-2015 / Munhall, PA / Carnegie Music Hall of Homestead (VIP performance) (CA-14) (mistacabbage)",AUD,FLAC,
"6-19-2015 / Tulsa, OK / Brady Theater (Zoom H2) (bon mosman)",AUD,MP3,
"6-25-2015 / Minneapolis, MN / Pantages Theatre (MK41) (empty)",AUD,FLAC 24,
"7-7-2015 / Concord, CA / Concord Pavilion (DPA 4061) (unk)",AUD,FLAC,
"7-9-2015 / Irvine, CA / Irvine Meadows (R09HR) (unk)",AUD,FLAC 24,
"7-13-2015 / Morrison, CO / Red Rocks Amphitheatre (spaldz) (YouTube compilation)",AUD,MP4,
"7-15-2015 / Dallas, TX / Gexa Energy Pavilion (DSM-6S) (raves)",AUD,FLAC 24,
"7-20-2015 / New Orleans, LA / Champion Square (Sony ECM-DS70P) (ryan fisher)",AUD,FLAC,
"7-25-2015 / Atlanta, GA / Aaron's Amphitheater (CA-11) (d. fries)",AUD #1,FLAC,
"7-26-2015 / Raleigh, NC / Red Hat Amphitheater (unk)",AUD,MP3,
"7-31-2015 / Wantagh, NY / Jones Beach Amphitheater (Edirol R09) (unk)",AUD,FLAC,
"8-2-2015 / Camden, NJ / Susquehanna Bank Center (AT943) (smbtapes)",AUD,FLAC 24,
"8-3-2015 / Philadelphia, PA / WMMR Studios (BC & Jeff Schroeder Acoustic) (WMMR Soundcloud)",preFM,MP3,
"8-4-2015 / Toronto, ON / Molson Amphitheatre (CSB) (burnboy)",AUD #1,FLAC 24,
"8-5-2015 / Clarkston, MI / DTE Energy Music Theatre (Sony ICD-UX533) (pintosack)",AUD,FLAC,
,,,
[2016],,,
"3-22-2016 / Portland, OR / Arlene Schnitzer Concert Hall (Zoom Q3HD) (meddle earth)",AUD,FLAC 24,
"3-23-2016 / Seattle, WA / Paramount Theatre (CA-11) (smashing0)",AUD,FLAC,
"4-2-2016 / Columbus, OH / Palace Theater (SP-CMC-8) (AT943) (gitard)",AUD,FLAC 24,
"4-2-2016 / Columbus, OH / Palace Theater (AT853) (live2cd) (charles dewey cole)",AUD,FLAC,
"4-5-2016 / New York, NY / Beacon Theatre (Schoeps MK4V) (hi and lo)",AUD,FLAC 24,
"4-10-2016 / Washington, D.C. / The Lincoln Theatre (DPA 4023) (alex leary)",AUD,FLAC,
"4-14-2016 / Chicago, IL / Civic Opera House (unk)",AUD,MP3,
"4-16-2016 / Nashville, TN / Ryman Auditorium (unk)",AUD,FLAC,
"4-18-2016 / Dallas, TX / Majestic Theatre (DSM-6S) (bg raves)",AUD,FLAC 24,
"4-19-2016 / Austin, TX / Bass Concert Hall (Tascam DR-40) (unk)",AUD,FLAC,
"4-27-2016 / Charlotte, NC / Ovens Auditorium (Soundcheck) (univonc)",IEM,FLAC,
"4-27-2016 / Charlotte, NC / Ovens Auditorium (Full Set) (univonc)",IEM,FLAC,
"4-29-2016 / Akron, OH / Goodyear Theater (Tascam DR-05) (nikres)",AUD,FLAC 24,
"5-29-2016 / Highland Park, IL / Madam ZuZu's (BC & Jeff Schroeder Acoustic) (Tascam DR-40) (mistacabbage)",AUD,FLAC 24,
,,,
[2018],,,
6-12-2018 / Howard Stern Show (SiriusXM),AUD,MP3,
"7-12-2018 / Glendale, AZ / Gila River Arena (MK41s) (ed davis)",AUD,FLAC 24,
"7-14-2018 / Oklahoma City, OK / Chesapeake Energy Arena (Audio Reality Binaurals) (unk)",AUD,FLAC 24,
"7-25-2018 / Tampa, FL / Amalie Arena (Zoom H1) (besley)",AUD,FLAC,
"7-27-2018 / Baltimore, MD / Royal Farms Arena (CA-11) (opsopcopolis)",AUD,FLAC,
"7-27-2018 / Baltimore, MD / Royal Farms Arena (SP-CMC-8) (porcelmc)",AUD,FLAC,
"7-29-2018 / Uncasville, CT / Arena @ Mohegan Sun Casino (ME-104s) (ringfedder)",AUD,FLAC,
"8-2-2018 / Holmdel, NJ / PNC Bank Arts Center (Nokia Lumia) (xdarcyx)",AUD,FLAC,
"8-2-2018 / Holmdel, NJ / PNC Bank Arts Center (SP-CMC-8) (marc geanoules)",AUD,FLAC,
"8-4-2018 / Pittsburgh, PA / PPG Paints Arena (AT831s) (binko)",AUD,FLAC 24,
"8-9-2018 / London, Ontario / Budweiser Gardens (Sony ICD-UX533) (pintosack)",AUD,FLAC,
"8-11-2018 / Columbus, OH / Schottenstein Center (AT853) (live2cd)",AUD,FLAC 24,
"8-13-2018 / Chicago, IL / United Center (AT831) (tapeworm48)",AUD,FLAC 24,
"8-14-2018 / Chicago, IL / WKQX Studios (indykid)",PRO #1,M4A,
"8-14-2018 / Chicago, IL / WKQX Studios (indykid)",Webcast,TS,
"8-19-2018 / St. Paul, MN / Xcel Energy Center (AT853s) (soniclovenoize edit)",AUD,FLAC 24,
"8-24-2018 / Seattle, WA / Key Arena (indykid)",PRO #1,M4A,
"8-24-2018 / Seattle, WA / Key Arena (indykid)",Webcast,TS,
"8-27-2018 / Oakland, CA / Oracle Arena (CCM4s) (blg mastering)",AUD,FLAC,
"8-27-2018 / Oakland, CA / Oracle Arena (DAP 4061s) (unk)",AUD,FLAC,
"8-27-2018 / Oakland, CA / Oracle Arena (apathytapes)",AUD,FLAC 24,
"8-27-2018 / Oakland, CA / Oracle Arena (Tascam DR-2d) (noscms)",AUD,FLAC 24,
"8-28-2018 / Sacramento, CA / Golden 1 Center (Countryman B3) (hoserama)",AUD,FLAC,
"8-28-2018 / Sacramento, CA / Golden 1 Center (Tascam DR-2d) (noscms)",AUD,FLAC 24,
"8-28-2018 / Sacramento, CA / Golden 1 Center (Tascam DR-05) (thejackyl)",AUD,FLAC,
"8-30-2018 / Inglewood, CA - The Forum (Tascam DR-2d) (noscms)",AUD,FLAC 24,
"8-31-2018 / Inglewood, CA / The Forum (Schoeps MK41s) (ed davis)",AUD,FLAC 24,
"8-31-2018 / Inglewood, CA / The Forum (Edirol R09) (mixter)",AUD,FLAC,
"8-31-2018 / Inglewood, CA / The Forum (Tascam DR-2d) (noscms)",AUD,FLAC 24,
"9-2-2018 / Paradise, NV / T-Mobile Arena (DPA 4063)",AUD,FLAC,
"9-4-2018 / Salt Lake City, UT / Vivint Smart Home Arena - WAV(M) (Binaural stereo mics) (bobbintb)",AUD #1,FLAC,
"9-5-2018 / Denver, CO / Pepsi Center (SP Omnis)",AUD,FLAC,
"9-9-2018 / Edmonton, Alberta / Rogers Place (CA-14) (sean gurskey)",AUD,FLAC,
"9-13-2018 / Los Angeles, CA / HD Radio Sound Space at KROQ (indykid)",Webcast,TS,
"10-16-2018 / London, UK / Wembley Arena (DPA 4061) (duncan)",AUD,FLAC 24,
"10-18-2018 / Casalecchio di Reno, Italy / Unipol Arena",AUD,FLAC,
"12-8-2018 / Inglewood, CA / The Forum (CA-11c) (unk)",AUD,FLAC,
"12-8-2018 / Inglewood, CA / The Forum (indykid)",Webcast,TS,
"12-11-2018 / Los Angeles, CA / El Capitan Entertainment Centre - Jimmy Kimmel Live Outdoor Stage (unk)",TV,FLAC,
,,,
[2019],,,
"6-5-2019 / Berlin, Zitadelle Spandau, Germany (Sony ECM-909) (bb)",AUD,FLAC,
"6-7-2019 / Nurburgring, Germany / Nurburgring (HD Digital Source) (3sat)",TV,MPG,
"6-7-2019 / Nurburgring, Germany / Nurburgring (indykid)",Webcast,TS,
"6-16-2019 / Donington, UK / Donington Park - Download Festival - Main Stage (DPA-4061s) (rob)",AUD,FLAC 24,
"7-7-2019 / Belfort, France / Eurockennes de Belfort Grande Scene (indykid)",Webcast,TS,
"7-12-2019 / Madrid, Spain / Valdebebas - IFEMA (Mad Cool Festival) (unk)",FM,FLAC,
"7-13-2019 / Oeiras, Portugal / NOS Alive (indykid)",Webcast,FLAC,
"7-13-2019 / Oeiras, Portugal / NOS Alive ",WEB ,TS,
"8-8-2019 / Camden, NJ / BB&T Pavilion (Nokia Lumia) (xdarcyx)",AUD,FLAC,
"8-8-2019 / Camden, NJ / BB&T Pavilion (MK41v) (joe burns)",AUD,FLAC,
"8-10-2019 / Darien Center, NY / Darien Lake Amphitheatre (Zoom H4n) (schufflemode)",AUD,FLAC,
"8-14-2019 / Clarkston, MI / DTE Energy Music Theatre (pintosack)",AUD,FLAC,
"8-20-2019 / Charlotte, NC / PNC Music Pavilion (Sony TS-125) (unk)",AUD,FLAC,
"8-29-2019 / Irvine, CA / FivePoint Amphitheatre (Schoeps MK4) (ed davis)",AUD,FLAC,
"8-31-2019 / Mountain View, CA / Shoreline Amphitheatre (AKG CK63) (alec vanderwoude)",AUD,FLAC,
,,,
[2021],,,
"9-17-2021 / Chicago, IL / Riot Fest - Riot Stage (AT853s) (tj)",AUD,FLAC,
,,,
[2022],,,
"5-13-2022 / Santa Barbara, CA / Santa Barbara Bowl (DPA 4063) (taye per)",AUD,FLAC,
"5-14-2022 / Redondo Beach, CA / BeachLife Festival (indykid)",Webcast,TS,
"5-21-2022 / Birmingham, AL / Avondale Brewing Company - M4A(M) (iPhone 13) (liquidsun)",AUD #1,FLAC,
"5-25-2022 / Greensboro, NC / White Oak Amphitheatre - WAV(M) (iPhone 12) (shynomi)",AUD,FLAC 24,
"5-25-2022 / Greensboro, NC / White Oak Amphitheatre (unk) (leopheard)",AUD,MP3,
"5-25-2022 / Greensboro, NC / White Oak Amphitheatre (YouTube rip) (green)",WEB,MP4,
"5-25-2022 / Greensboro, NC / White Oak Amphitheatre - MD(M) (Sony TS-125) (leopheard)",AUD #2,FLAC,
"5-27-2022 / Newport, KY / PromoWest Pavilion - M4A(M) (iPhone 12) (ram27)",AUD #1,M4A,
"7-27-2022 / Highland Park, IL / A Benefit For Highland Park Community Foundation (Live Webstream)",WEB,MKV,
"9-20-2022 / Chicago, IL / Metro - Q101 Broadcast",WEB,MP3,
"9-20-2022 / Chicago, IL / Metro - Q101 Broadcast",WEB,FLAC 24,
"9-20-2022 / Chicago, IL / Metro - Q101 Broadcast (Marquee Sports Network) (unk)",TV,FLAC,
"10-7-2022 / Tampa, FL / Amalie Arena (Tascam DR-05) (blueelf)",AUD,FLAC 24,
"10-8-2022 / Hollywood, FL / Hard Rock Live (Tascam Dr-05) (shaqwirk)",AUD,FLAC,
"10-10-2022 / Nashville, TN / Bridgestone Arena - M4A(M) (iPhone 13) (liquidsun)",AUD #1,FLAC,
"10-19-2022 / New York, NY / Madison Square Garden (Roland CS-10) (phideaux3)",AUD,FLAC 24,
"10-21-2022 / Philadelphia, PA / Wells Fargo Center (iPhone SE) (unk)",AUD,MP3,
"10-22-2022 / Pittsburgh, PA / PPG Paints Arena (iPhoneX) (ezralite23)",AUD,FLAC,
"10-24-2022 / Toronto, ON / Scotiabank Arena - WAV(M) (Samsung S21) ",AUD #1,FLAC,
"10-26-2022 / Montreal, QC / Centre Bell - M4A(M) (Samsung S21) (unk)",AUD #1,M4A,
"10-26-2022 / Montreal, QC / Centre Bell (iPhone 11) (palm0014)",AUD #2,FLAC,
"10-29-2022 / Cleveland, OH / Rocket Mortgage Fieldhouse (AT853U) (charles dewey cole)",AUD,FLAC 24,
"10-30-2022 / Milwaukee, WI / Fisery Forum - MP3(M) (SiriusXM) (WW#1)",FM,MP3,
"11-5-2022 / Chicago, IL / United Center (AT831s) (tapeworm48)",AUD,FLAC 24,
"11-15-2022 / San Francisco, CA / Chase Center (SP-CMC-4U) (loughney)",AUD,FLAC,
"11-15-2022 / San Francisco, CA / Chase Center (SP-CMC-4U) lsz)",AUD,FLAC 24,
"11-15-2022 / San Francisco, CA / Chase Center (SP-CMC-4U) (tj)",AUD,FLAC,
"11-15-2022 / San Francisco, CA / Chase Center (ALD)",ALD,FLAC,
"11-16-2022 / Anaheim, CA / Honda Center (CA-14s) (smokemonster)",AUD #1,FLAC 24,
"11-16-2022 / Anaheim, CA / Honda Center (DPA 4081) (faninor)",AUD,FLAC 24,
"11-19-2022 / Los Angeles, CA / Hollywood Bowl (CA-14) (smokemonster)",AUD,FLAC 24,
,,,
[2023],,,
"4-22-2023 / Melbourne, AUS - Centre for the Arts (Shure WL-184-X) (blackout)",AUD #1,FLAC,
"4-22-2023 / Melbourne, AUS - Centre for the Arts (Zoom H4n) (nrp)",AUD,FLAC 24,
"4-27-2023 / Melbourne, AUS - Centre for the Arts (IEM Stereo) (blackout)",IEM,FLAC,
"5-2-2023 / Burbank, CA / iHeart Radio Theater (ATUM Release Party) - WAV(M)",WEB,FLAC,
"5-25-2023 / Napa, CA / Jam Cellars Ballroom at the Blue Note (SP-CMC-4U) (sz)",AUD,FLAC 24,
"7-28-2023 / Las Vegas, NV - Cosmopolitan of Las Vegas - WAV(M) (Binaural mics) (bobbintb)",AUD #1,FLAC,
"7-30-2023 / Las Vegas, NV / Cosmopolitan of Las Vegas - The Chelsea - WAV(M) (AT853a's) (unk)",AUD #1,FLAC 24,
"7-30-2023 / Las Vegas, NV / Cosmopolitan of Las Vegas - The Chelsea - WAV(M) (Binaural mics) (bobbintb)",AUD #2,FLAC,
"8-1-2023 / West Valley City, UT / USANA Amphitheatre - WAV(M) (Binaural mics) (bobbintb)",AUD #1,FLAC,
"8-3-2023 / Mountain View, CA - Shoreline Amphitheatre (DPA 4061) (unk)",AUD,FLAC,
"8-3-2023 / Mountain View, CA - Shoreline Amphitheatre (Schoeps MK4) (loughney)",AUD,FLAC 24,
"8-9-2023 / Irvine, CA / FivePoint Amphitheatre (DPA 4081) (faninor)",AUD,FLAC 24,
"8-17-2023 / Huntsville, AL / Orion Amphitheater - MP3(M) (Samsung Internal mic) (chesterjt)",AUD #1,MP3,
"9-3-2023 / Ottawa, ON / Canadian Tire Center (iPhone 11) (palm0014)",AUD,FLAC 24,
"9-9-2023 / Noblesville, IN / Ruoff Music Center - M4A(M) (Samsung Phone) (chesterjt)",AUD #1,FLAC,
"9-17-2023 / Highland Park, IL / Madame Zuzu's - Siamese Dream 30th Anniversary Livestream (anthony lavado)",WEB,FLAC,
"9-17-2023 / Highland Park, IL / Madame Zuzu's - Siamese Dream 30th Anniversary Livestream ",WEB,MP4,
,,,
[2024],,,
"6-8-2024 / London, UK / 02 Arena - WAV(M) (Samsung Galaxy S21) (spaldz)",AUD #1,FLAC 24,
"6-10-2024 / Dublin, Ireland / 3Arena (CA-14) (sabrewulf)",AUD,FLAC 24,
"6-16-2024 / Paris, France / Accor Arena - WAV(M) (Tascam DR-07x) (tulum)",AUD #1,FLAC 24,
"6-16-2024 / Paris, France / Accor Arena - WAV(M) (OnePlus 10T) (tulum)",AUD #2,FLAC 24,
"6-16-2024 / Paris, France / Accor Arena (CA-11) (kurddt)",AUD #4,FLAC,
"6-19-2024 / Moenchengladbach, Germany / Sparkassenpark (CA-11) (metamarc) ",AUD,FLAC 24,
"6-19-2024 / Moenchengladbach, Germany / Sparkassenpark (MKV1v) (unk)",AUD,FLAC,
"6-24-2024 / Vienna, AT / Wiener Stadthalle - WAV(M) (Samsung Galaxy S21) (spaldz)",AUD #1,FLAC 24,
"7-16-2024 / Piraeus, GR / Peace and Friendship Stadium - WAV(M) (Internal Mics) (antonios papantoniou)",AUD #1,FLAC 24,
"7-31-2024 / Ontario, CA / The KEE to Bala - M4A(M) (Samsung S21) (unk)",AUD #1,FLAC,
"8-1-2024 / Toronto, ON / Rogers Centre - M4A(M) (Unknown iPhone) (unk)",AUD #1,FLAC,
"8-5-2024 / Flushing, NY / Citi Field (Zoom H1n) (peter)",AUD #1,FLAC,
"8-5-2024 / Flushing, NY / Citi Field (DPA 4061) (unk)",AUD #2,FLAC 24,
"8-13-2024 / Chicago, IL / Wrigley Field - M4A(M) (Samsung S22+) (chesterjt)",AUD #1,FLAC,
"8-16-2024 / Springfield, IL / Illinois State Fairgrounds (CA-14s) (ryan fisher)",AUD,FLAC,
"8-22-2024 / Cincinnati, OH / Great American Ball Park (CA-14) (live2cd)",AUD,FLAC 24,
"8-24-2024 / Milwaukee, WI / American Family Field (CA-14) (unk)",AUD,FLAC,
"8-30-2024 / Nashville, TN - GEODIS Park - M4A(M) (iPhone 15) (liquidsun)",AUD #1,FLAC,
"8-30-2024 / Nashville, TN - GEODIS Park (VIP Set) - M4A(M) (iPhone 15) (liquidsun)",AUD #2,FLAC,
"9-1-2024 / Pittsburgh, PA / PNC Park - WAV(M) (Google Pixel 3) (plankfan)",AUD #1,FLAC,
"9-7-2024 / Denver, CO / Coors Field - WAV(M) (CA-14) (2ndtheory)",AUD #1,FLAC,
"9-7-2024 / Denver, CO / Coors Field - WAV(M) (Internal Mics) (2ndtheory)",AUD #2,FLAC,
"9-14-2024 / Inglwood, CA / SoFi Stadium - WAV(M) (SP-CMC-4U) (ijwthstd)",AUD #1,FLAC,
"9-14-2024 / Inglwood, CA / SoFi Stadium - VIP Pre-show (Samsung S23) (smokemonster)",AUD #2,FLAC,
"9-14-2024 / Inglewood, CA / SoFi Stadium (DPA 4081) (faninor)",AUD,FLAC 24,
"9-20-2024 / San Francisco, CA / Oracle Park (Schoeps MK4) (loughney)",AUD,FLAC 24,
"11-5-2024 / Buenos Aires, AR / Movistar Arena - WAV(M) (iPhone 15 Pro Max) (leandro cabo)",AUD #1,FLAC,
"12-12-2024 / Chicago, IL / Aragon Ballroom - WAV(M) (Shure MV88) (derrick)",AUD #1,FLAC 24,
,,,
[2025],,,
"7-27-2025 / Plovdiv, BG / Rowing Canal - WAV(M) (SP-CMC-4U) (spaldz)",AUD #1,FLAC 24,
"8-1-2025 / Roma, IT / Ippodromo delle Capannelle - Rock in Roma 2025 (IEM + AT943) (alessio)",MIX,FLAC 24,
"8-6-2025 / Berlin, DE / Zitadelle Spandau - WAV(M) (CSBs) (spaldz)",AUD #1,FLAC 24,
"8-6-2025 / Berlin, DE / Zitadelle Spandau (Sony ECM-MS907) (w.)",AUD,FLAC,
"8-10-2025 / London, UK / Gunnersbury Park - WAV(M) (CSBs) (spaldz)",AUD #1,FLAC 24,
"8-12-2025 / Halifax, UK / The Piece Hall - WAV(M) (SP-CMC-4U) (spaldz)",AUD #1,FLAC 24,
"8-13-2025 / Scarborough, UK / Open Air Theatre - WAV(M) (SP-CMC-4U) (spaldz)",AUD #1,FLAC 24,
"8-18-2025 / Copenhagen, Denmark / Store Vega - WAV(M) (CA-14) (nielsen81)",AUD,FLAC,
"8-18-2025 / Copenhagen, Denmark / Store Vega (Sony ECM CS-10) (unk) ",AUD,FLAC,
"8-18-2025 / Copenhagen, Denmark / Store Vega (DPA 4061) (tw)",AUD,FLAC,
"8-20-2025 / Stockholm, Sweden / Grona Lund (SP-CMC-4U) (qew) ",AUD,FLAC 24,
"8-26-2025 / Reykjavik, Iceland / Laugardalsholl (AT831s) (ko)",AUD #1,FLAC 24,
"9-29-2025 / Quezon City, PH / Smart Araneta Coliseum - WAV(M) (Zoom H1) (pandapearl)",AUD,FLAC,
,,,
,,,
[OTHER],,,
The Smashing Pumpkins - XX-XX-1989 / Reel Time Studios,,SHN,
The Smashing Pumpkins - 12-XX-1991 / Interview with Billy & Jimmy,,FLAC,
The Smashing Pumpkins - XX-XX-1992 / Quiet and Other Songs,,FLAC,
The Smashing Pumpkins - Quiet And Other Songs Promo (1992),,FLAC,
The Smashing Pumpkins - Quiet and Other Songs - A Collection of Songs for Album II (Fall 1992),SBD,FLAC,
The Smashing Pumpkins - 02-XX-1997 / Chicago Recording Company,,FLAC,
The Smashing Pumpkins - XX-XX-2000 / The Friends and Enemies of Modern Music,,FLAC,
The Smashing Pumpkins - B-Sides Tape (Virgin Promo),,FLAC,
The Smashing Pumpkins - 3 Songs O' Rarities,,FLAC,
"The Smashing Pumpkins - The 666 Tape - Chicago, IL - Pumpkinland Studios",,FLAC,
The Smashing Pumpkins - 666 Tape - 1995-XX-XX,PRO,DVD,
The Smashing Pumpkins - Gish Sessions,Studio,FLAC,
The Smashing Pumpkins - NSPAA Bonus Trax,SBD,FLAC,
